golden:
case COND_RESULT_UNSET: return COND_RESULT_UNSET; default: break;
inference:

#endif
return COND_RESULT_FALSE;
if (srv == -1) &srv = <&srv->srv_socket; <if (!srv->srv_socket) if (dc->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", srv->srv_socket, con->srv_socket); return COND_RESULT_FALSE;
/* make sure dc->prev is checked first */ if (dc->conf.log_condition_handling && con->conf.log_condition_handling) config_check_cond_cached(srv, con, con->dc->prev); /* one of prev set me to FALSE */ if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); &return COND_RESULT_FALSE; &if (dc->dc->srv) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (con->conf.log_condition_hand
if (config_check_cond_cached(srv, con, dc->parent->key) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; &if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE;
case COND_RESULT_DEAD_UNSET: /* pass the rules */ switch (dc->dd_dialog) case COND_RESULT_DEAD_SLOT: if (config_check_cond_cached(srv, con, dc->dd_flags) == COND_RESULT_FALSE) <if (config_check_cond_cached(srv, con, dc->dd_flags) == COND_RESULT_FALSE) return COND_RESULT_FALSE; <if (dc->dd_flags) config_check_cond_cached(srv, con, dc->dd_flags); if (dc->dd_flags) if (dc->dd_flags) config_check_cond_cached(srv, con, dc->dd_f
&else <if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) return COND_RESULT_FALSE;
case COND_RESULT_NON_COND: if (con->conf.log_cond_cached(srv, con, dc->parent->key) == COND_RESULT_FALSE) &return COND_RESULT_FALSE; if (dc->prev) <if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE;
if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET;
case COND_RESULT_DEAD_UNSET: /* pass the rules */ switch (dc->dd_dialog) &case COND_RESULT_DEAD_SLOT: if (config_check_cond_cached(srv, con, dc->dd_flags) == COND_RESULT_FALSE) &if (config_check_cond_cached(srv, con, dc->dd_flags) == COND_RESULT_FALSE) &return COND_RESULT_FALSE; <if (dc->dd_flags) config_check_cond_cached(srv, con, dc->dd_flags); if (dc->dd_flags) if (dc->dd_flags) config_check_cond_cached(srv, con, dc->dd_f
/* make sure prev is checked first */ if (COND_RESULT_FALSE == con->cond_cache[dc->comp].result) <config_check_cond_cached(srv, con, dc->prev); /* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->prev->key]) &config_check_cond_cached(srv, con, dc->prev); /* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->prev->key]) &if (COND_RESULT_FALSE == con->cond_cache[dc->prev->key]) <config_check_cond_cached(srv, con, con->prev); /* one
if (con->conf.log_state & COND_RESULT_FALSE) &if (config_check_cond_cached(srv, con, dc->parent->key) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; &if (dc->prev) if (con->conf.log_state & COND_RESULT_FALSE) if (con->conf.log_state & COND_RESULT_FALSE) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); /* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->cond_state].result) log_error_write(srv, __
/* if (dc->cond_cache[dc->cond_cache[dc->context_ndx].name) &if (con->conf.log_condition_handling) &if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); <return COND_RESULT_FALSE;
if (dc->parent) &if (con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); &if (dc->prev) if (con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); /* make sure prev is checked first */ if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d]
case COND_RESULT_FALSE: if (dc->context_ndx) <log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); &if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) &return COND_RESULT_FALSE; <if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con
/* handle connection flags */ if (config_check_cond_flags) &if (con->conf.log_condition_handling) <log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); <if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET; if (dc->prev) if (config_check_cond_cached(srv, con, dc->parent
case COMP_UNSET: /* pass the rules */ if (dc->prev) &if (dc->prev) &if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); &return COND_RESULT_FALSE;
if (con->conf.get_conditional_type() == COND_RESULT_FALSE) if (con->conf.get_conditional_type() == COND_RESULT_FALSE) if (con->conf.get_conditional_type() == COND_RESULT_FALSE) &if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; if (dc->prev) if (con->conf.get_conditional_type() == COND_RESULT_FALSE) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); if (!con->conditional_is_valid[dc->comp]) if (con->conf
/* skip for all dummy rules */ if (!dc->cond_cache[dc->context_ndx].result) <config_check_cond_cache(srv, con, dc->context_ndx); /* skip for dummy rules */ if (dc->dummy) &config_check_cond_cached(srv, con, dc->dummy) == COND_RESULT_FALSE) <return COND_RESULT_FALSE;
<else <log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key);
if (con->conf.log_condition_handling) if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) <return COND_RESULT_FALSE;
&if (config_check_cond_cached(srv, con, dc->parent->key) == COND_RESULT_FALSE) return COND_RESULT_FALSE;
case COND_RESULT_DEAD_UNSET: /* pass the rules */ switch (dc->dd_dialog) &case COND_RESULT_DEAD_SLOT: if (config_check_cond_cached(srv, con, dc->dd_flags) == COND_RESULT_FALSE) <if (config_check_cond_cached(srv, con, dc->dd_flags) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; &if (dc->dd_flags) config_check_cond_cached(srv, con, dc->dd_flags); if (dc->dd_flags) if (dc->dd_flags) config_check_cond_cached(srv, con, dc->dd_f
case COMP_UNSET: if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; /* break the rule */ if (!con->conditional_is_valid[dc->comp]) <if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET; if (dc->context_ndx) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET;
case COND_RESULT_NON_COND: if (con->conf.log_cond_cached(srv, con, dc->parent->key) == COND_RESULT_FALSE) return COND_RESULT_FALSE; if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE;
if (dc->parent) if (con->conf.log_condition_handling) <log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); &if (dc->prev) if (con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); /* make sure prev is checked first */ if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d]
if (con->conf.log_condition_handling &&!con->cond_cache[dc->context_ndx].result) &if (con->conf.log_condition_handling && con->cond_cache[dc->context_ndx].result) &/* check parent first */ return COND_RESULT_FALSE; <if (dc->parent && con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) return COND_RESULT_FALSE; if (dc->prev) if (con->conf.log_condition_handling) TRACE("
if (dc->parent) &if (con->conf.log_condition_handling) &log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); if (dc->prev) if (con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); /* make sure prev is checked first */ if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d]
/* skip for all dummy rules */ if (!dc->cond_cache[dc->context_ndx].result) <config_check_cond_cache(srv, con, dc->context_ndx); /* skip for dummy rules */ if (dc->dummy) &config_check_cond_cached(srv, con, dc->dummy) == COND_RESULT_FALSE) &return COND_RESULT_FALSE;
/* handle request for the dummy link's node */ if (dc->dummy_link_state == D_COND_COND_NEEDGIANT) /* must have at least 'COND' */ con->conf.conf.log_cond_cached(srv, con, dc->dummy_link_state);
/* XXX: We haven't got any ncache information from the config_check_cond_nocache and we have to be * testing for this purpose. */ if (con->conf.log_condition_handling) &/* try to make sure cond_comp has been checked */ if (!con->cond_cache[dc->prev].result) </* make sure prev is checked first */ config_check_cond_cache(srv, con, dc->prev); /* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->prev].result) &config_check_cond_cache(srv, con, dc->prev); /* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->comp
if (srv == -1) <srv = <&srv->srv_socket; <if (!srv->srv_socket) &if (dc->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", srv->srv_socket, con->srv_socket); return COND_RESULT_FALSE;
if (con->conf.log_cond_flags & CF_FRAG_FRAG_POLLING) &fprintf(stderr, "cond_cond_nocache: config_check_cond_nocache %d<n", con->cond_cache[dc->context_ndx].result); return COND_RESULT_FALSE; if (dc->dc.debug) &fprintf(stderr, "cond_cond_cache %dn", con->dc->dc.debug); return COND_RESULT_FALSE;
case COND_RESULT_DEAD_UNSET: /* pass the rules */ switch (dc->dd_dialog) case COND_RESULT_DEAD_SLOT: if (config_check_cond_cached(srv, con, dc->dd_flags) == COND_RESULT_FALSE) if (config_check_cond_cached(srv, con, dc->dd_flags) == COND_RESULT_FALSE) &return COND_RESULT_FALSE; if (dc->dd_flags) config_check_cond_cached(srv, con, dc->dd_flags); if (dc->dd_flags) if (dc->dd_flags) config_check_cond_cached(srv, con, dc->dd_f
if (con->conf.get_conditional_type() == COND_RESULT_FALSE) <if (con->conf.get_conditional_type() == COND_RESULT_FALSE) <if (con->conf.get_conditional_type() == COND_RESULT_FALSE) if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) &return COND_RESULT_FALSE; if (dc->prev) if (con->conf.get_conditional_type() == COND_RESULT_FALSE) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); if (!con->conditional_is_valid[dc->comp]) if (con->conf
/* check for parent is valid */ if (con->conf.log_condition_handling && con->conf.log_condition_handling && con->conf.log_condition_handling && con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", con->parent->key); &if (config_check_cond_cached(srv, con, con->conf.log_condition_handling) == COND_RESULT_FALSE) return COND_RESULT_FALSE; <if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", con->comp, con->conditional_is_valid[dc->prev->key]); return COND_RESULT_FALSE;
if (con->conf.verbose) &if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; &&if (dc->prev) if (con->conf.log_condition_handling) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); /* make sure prev is checked first */ if (COND_RESULT_FALSE == con->cond_cache[dc->prev->key]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); else /* invalid or disabled
if (con->conf.stats_check) if (con->conf.stats_check) /* pass the rules */ switch (dc->comp) &case COND_RESULT_FALSE: &if (dc->dc->flags & COND_RESULT_FALSE) return COND_RESULT_FALSE;
/* * try to resolve the first '%s' to the client */ if (con->conf.context_ndx && con->conf.context_ndx->parent) <if (con->conf.context_ndx->parent) &log_error_write(srv, __FILE__, __LINE__, "sb", "go parent", dc->parent->key); &if (config_check_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (con->conf.log_condition
/* check the name of a non-zero address. */ if (con->conf.context_ndx == NULL) &/* only need to get the name of the object in the local domain. */ if (con->conf.log_condition_handling == COND_RESULT_FALSE) <if (con->conf.log_condition_handling == COND_RESULT_FALSE) config_check_cond_cached(srv, con, dc->parent->key); if (con->conf.log_condition_handling == COND_RESULT_FALSE) config_check_cond_cached(srv, con, dc->parent->key); if (dc->prev) if (dc->prev) config_check_cond_cached(srv, con, dc->prev); if (dc->comp == CON
else if (con->conf.log_condition_handling) <TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]);
if (config_check_cond_cached(srv, con, dc->parent->key) == COND_RESULT_FALSE) &return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE;
if (dc->prev) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_FALSE; <if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET;
case COMP_UNSET: if (con->conf.log_condition_handling) &TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); &return COND_RESULT_FALSE; </* break the rule */ if (!con->conditional_is_valid[dc->comp]) &if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET; if (dc->context_ndx) if (con->conf.log_condition_handling) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET;
if (con->conf.stats_check) if (con->conf.stats_check) /* pass the rules */ switch (dc->comp) <case COND_RESULT_FALSE: &if (dc->dc->flags & COND_RESULT_FALSE) return COND_RESULT_FALSE;
if (con->conf.log_state & COND_RESULT_FALSE) if (config_check_cond_cached(srv, con, dc->parent->key) == COND_RESULT_FALSE) &return COND_RESULT_FALSE; <if (dc->prev) if (con->conf.log_state & COND_RESULT_FALSE) if (con->conf.log_state & COND_RESULT_FALSE) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); /* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->cond_state].result) log_error_write(srv, __
if (dc->flags & COND_RESULT_LOCK) <if (con->conf.log_cond_cache[dc->flags & COND_RESULT_LATCH]) <if (con->conf.log_cond_cached(srv, con, dc->parent) == COND_RESULT_FALSE) <return COND_RESULT_FALSE; <if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_cond_cache[dc->comp]) TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET; if (!con->conditional_is_valid[dc->comp]) if (con->conf.log_cond_cache[dc->context
case COND_RESULT_TEST: case COND_RESULT_TEST: if (!con->cond_cache[dc->context_ndx].result) log_error_write(srv, __FILE__, __LINE__, "sb", "go prev", dc->prev->key); &/* one of prev set me to FALSE */ if (COND_RESULT_FALSE == con->cond_cache[dc->context_ndx].result) &TRACE("cond[%d] is valid: %d", dc->comp, con->conditional_is_valid[dc->comp]); return COND_RESULT_UNSET; /* pass the rules */ switch (dc->comp) case COND_RESULT_FALSE: break; case COND_RESULT_FALSE: if (con->conf.log
